reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
0705ee48-6735-483f-979e-08966633441e,Robert Medína,https://play-lh.googleusercontent.com/a-/ALV-UjWBy1Rau1RiSl4jcuyGXTTFjYvZBNKZZBn1VQniXn28ZFYfBBxU,"Me ha gustado mucho usar esta aplicacion, ..muy efectiva y logica. Puede usarse en diferentes denominaciones religiosas. Seguramente la van a mejorar",5,0,1.7,2023-09-10 15:46:32,,,1.7
29b32671-4337-4787-a777-19565b1f720b,Jerson Sanders,https://play-lh.googleusercontent.com/a-/ALV-UjWCjDmOtbbzQ4uBYTRhBBHtVTzaQvnmV0FvNDs48zzevXm8swuh,"Definitivamente buena lectura e información, buena herramienta para el cristiano escudriñador de las escrituras",5,0,1.7,2023-08-13 22:05:56,,,1.7
e2a09988-bc3e-47da-809e-e6cb4d7ae26b,Osvaldo Ballester,https://play-lh.googleusercontent.com/a-/ALV-UjX8ucYss9fxKCfRLj6FfhnoblaJa5lNL_3r6uyBCnY_qQgb5D7j,Gorgeous app! 🔥 👌,5,0,1.7,2023-08-28 07:37:06,,,1.7
7d820752-4d52-4b8d-aa85-6a3ffdce9a95,Ela Tam,https://play-lh.googleusercontent.com/a-/ALV-UjWT8juqAkQEeqPhkBb-UFky77QjobROLl2kFJ-q0eEKdZQuY2E,Good job ❤,5,0,1.7,2023-08-11 10:27:14,,,1.7
152e63e7-92c6-44d6-b7e4-23aa73c87d09,David Bruno,https://play-lh.googleusercontent.com/a-/ALV-UjXKSiLU9AOcScZ_Wt9ge_FVmpM8qbaIaWJyfRC7hu6K3DeSTbw,awesome,5,0,1.7,2023-08-21 22:35:18,,,1.7
8361cc46-e74a-4380-9b71-0bcc78b9dba6,Happy Matilda,https://play-lh.googleusercontent.com/a/ACg8ocIyyFAMugmgdBvunJZfXSTXrTdIaj5BP024Oi1BpWVnZVp0QQ=mo,Delay,1,0,1.7,2023-09-13 19:31:04,Tenemos una nueva actualización sin limites y más rápida. Saludos!,2023-11-03 15:48:42,1.7
b7974a3e-b3a5-4e7d-a94f-773ef32a8a95,danya urizar,https://play-lh.googleusercontent.com/a-/ALV-UjWReI6sFyRhv44y_fF-XMqwvbTU85GdDPpcU3c3mJC83KPaPN9row,Buenisimo,5,0,1.7,2023-11-12 01:55:42,,,1.7
1fe6b1e6-fe5b-4924-a325-6eb754451eee,Pedro Javier Nuñez,https://play-lh.googleusercontent.com/a-/ALV-UjVNYzCtjLO_RNRHlba6kaVuNMR9MGR8RqYV5TJwe5txBxy8Li0-xQ,Me encanta,5,0,1.7,2023-10-12 01:00:49,,,1.7
c340ba9f-bf3a-4660-a21b-aca31fbdc000,LOURENÇO ALEX,https://play-lh.googleusercontent.com/a-/ALV-UjWYPLROMLfcvYx-55khglo0YchKeEcVsS4l0QSTAom0sVPisch0,Horrível. Nem todos os comandos que é pedido é entregue. Não recomendo pra ninguém.,1,0,1.5,2023-06-12 16:35:26,,,1.5
ba88c400-a0c0-454d-801a-c6246e3392a8,Jimson Chengula,https://play-lh.googleusercontent.com/a-/ALV-UjV8CLHEVkXcY3cqnrFYrn8JL0LJqGpSOANWYxRsx3tl1cW2Why3,"Hii peji ninaipenda kila swali la kibiblia inayo majibu mazuri ya kuridhisha. Lakini pia ninaipenda kwasababu iko astersana, ahsante",5,0,1.5,2023-07-03 12:05:41,,,1.5
2ac5394e-4dbb-4a1a-8de1-4d2ce3aac17c,Bernadette Palejon,https://play-lh.googleusercontent.com/a-/ALV-UjXeisHkcd8QkgmzeySXE65zBtKfvENjEgS1Q1a7PC_qVO5wlV0,Awesome!,5,0,1.5,2023-07-30 14:44:30,,,1.5
55f7a1a2-865e-4dab-a7b0-2273e7af8e32,child of christ,https://play-lh.googleusercontent.com/a-/ALV-UjVNLLar3JX5nYpv6xjPYEYdZd9dbVVuVR37gYA43sUulU1D7PhK,Absolutely brilliant,5,0,1.5,2023-07-02 01:33:19,,,1.5
d0b8db92-974b-48e9-9ee5-2e1328bf551d,Asemwa Producer,https://play-lh.googleusercontent.com/a-/ALV-UjVzmYTICjv1ljFwWIwxb3yHkejm5z0-FZriylWgX6V4jUiimKp5,Its good,5,0,1.5,2023-10-19 19:50:45,,,1.5
be6e7cb5-b08d-41c5-9102-38b20646f705,MR “Raja”,https://play-lh.googleusercontent.com/a/ACg8ocLqXifoBlZyUe5Uf2kLTgs5zcZnbFF74km38PSkEZIi_YZ2XQ=mo,Good app,5,0,1.5,2023-07-19 23:33:27,,,1.5
0c089526-6a29-49a8-9663-97fd5c56c80f,Sunny Jonathan,https://play-lh.googleusercontent.com/a/ACg8ocIVWTDi_FJbmld0897z8FfipiteQvcEIoldhbNzDpy4YGdzYA=mo,Very excited,5,0,1.5,2023-06-17 18:18:24,,,1.5
b5f85acc-3606-4eeb-a71b-99cb457a7bad,janeth lópez,https://play-lh.googleusercontent.com/a-/ALV-UjWq1M7pN-1n0lrvgfxEDPbucGwXLdtU9FyrJGdv_oYZfAcxfXNu,Es muy útil para el estudio bíblico,5,0,1.5,2023-06-25 13:26:53,,,1.5
a0745a2b-8134-4606-b367-8ae4c896862b,Patrice Del Rosario,https://play-lh.googleusercontent.com/a-/ALV-UjVp38nlXgV1YRWMZR0gTpKDarzPi5k764FAmnRWuO7NDcEJdKJ8ew,"Excelentr, respuestas al momento",5,0,1.5,2023-06-24 18:19:39,,,1.5
2001fb4f-c36e-4bad-a9e6-b7ebb8c4352e,Roby Bolang,https://play-lh.googleusercontent.com/a-/ALV-UjWobrkI-e_oqtHiukQENhLJQmVogAVSqNvvB-pWwBAn2rz5tR4Q,🙏,5,0,1.5,2023-07-16 11:50:52,,,1.5
faed0b94-4e1c-4cb3-b041-b6419e9fa051,VEGA VEGA,https://play-lh.googleusercontent.com/a/ACg8ocKCzhKRP2_LqkB3ZeUUSXImTbXlY4mnyhXb68-VXdf6z7yMce5V=mo,Excelente,5,0,1.5,2023-07-25 13:33:05,,,1.5
456cd8cc-3924-48f4-8ef7-ff4ab6ff3073,Jhuliana Álvarez,https://play-lh.googleusercontent.com/a-/ALV-UjXzI4Pkp3PvR-lL_anYtN_x4Sz-7o6l-wSGKYS04hKKjvBVzo9QLg,Increíble,5,0,1.5,2023-06-10 01:29:31,,,1.5
dd1176c2-b6e4-4996-9993-01f42e4b9bf7,DJ Kratos,https://play-lh.googleusercontent.com/a-/ALV-UjVoO5myeDRpPDddhyNDiGLHpUG5xIfvGR9-ijLS-EeKdlMsQ7s,"Es una forma muy fácil de estudiar la biblia, se las recomiendo si son personas con muchas preguntas.",5,0,1.1,2023-05-31 05:13:42,,,1.1
3d3a53f2-3777-4f80-8f2e-249e618ce723,jose daniel alcubilla bula,https://play-lh.googleusercontent.com/a-/ALV-UjUazG3v6ucjHBASchaem3nnndgpv3Sv3TorQSvqb8uYYsmfLFsT,"Excelente, de bendición",5,0,1.1,2023-06-06 04:09:50,,,1.1
13f54ae8-8bf0-47c7-8801-d8eb31f98423,Mauro Marín Oficial.,https://play-lh.googleusercontent.com/a-/ALV-UjV8ljNangrFM9jDyqCR51vZfNs3Qnq4p19Ep_IqDpXJcRF-32Ky,Es muy buena! La recomiendo.,5,1,1.0,2023-04-16 03:21:49,,,1.0
b78dd00d-8b69-4d6e-985f-a10ba498eb53,Luis Ángel,https://play-lh.googleusercontent.com/a-/ALV-UjWdvrzTKI1unlgHaPaLovKAeQhVlq4V_w2S7hbBSfDh7mImW0UO_Q,Excellent Tools,5,0,1.0,2023-04-26 17:57:12,,,1.0
90006fb8-ea45-423b-b211-79c377acf44f,Wilhelmina Jones,https://play-lh.googleusercontent.com/a/ACg8ocL2nvCzfRciusjUPKaVnkL4JvmGgUhKcLH7Fkm-6TtpqxUY8Q=mo,Good,5,1,,2023-05-03 11:17:43,,,
919df014-cab9-4c53-8d45-60bdfbc63603,Chimamba Siazibulo,https://play-lh.googleusercontent.com/a-/ALV-UjV7ANouvyIqAsDxi-VuT4EmvZ3D5aOlwXs5Gw57SQrdIhIOg9U,Awesome,5,0,,2023-08-13 18:48:25,,,
